"uri","constituency > label","election > label","electorate","majority","result of election","turnout"
"http://data.parliament.uk/resources/382953","Hackney North and Stoke Newington","2010 General Election","73906","14461","Lab Hold","46461"
"http://data.parliament.uk/resources/382955","Hackney South and Shoreditch","2010 General Election","72841","14288","Lab Hold","42858"
"http://data.parliament.uk/resources/382957","Halesowen and Rowley Regis","2010 General Election","63693","2023","Con Gain","43979"
"http://data.parliament.uk/resources/382959","Halifax","2010 General Election","70380","1472","Lab Hold","43555"
"http://data.parliament.uk/resources/382961","Haltemprice and Howden","2010 General Election","70254","11602","Con Hold","48737"
"http://data.parliament.uk/resources/382963","Halton","2010 General Election","68846","15504","Lab Hold","41338"
"http://data.parliament.uk/resources/382965","Hammersmith","2010 General Election","72348","3549","Lab Hold","47452"
"http://data.parliament.uk/resources/382967","Hampstead and Kilburn","2010 General Election","80373","42","Lab Hold","52822"
"http://data.parliament.uk/resources/382969","Harborough","2010 General Election","77917","9797","Con Hold","54945"
"http://data.parliament.uk/resources/382971","Harlow","2010 General Election","67583","4925","Con Gain","43878"
"http://data.parliament.uk/resources/382973","Harrogate and Knaresborough","2010 General Election","74760","1039","Con Gain","53134"
"http://data.parliament.uk/resources/382975","Harrow East","2010 General Election","70510","3403","Con Gain","48006"
"http://data.parliament.uk/resources/382977","Harrow West","2010 General Election","68554","3143","Lab Hold","46116"
"http://data.parliament.uk/resources/382979","Hartlepool","2010 General Election","68927","5509","Lab Hold","38242"
"http://data.parliament.uk/resources/382981","Harwich and North Essex","2010 General Election","70743","11447","Con Hold","49000"
"http://data.parliament.uk/resources/382983","Hastings and Rye","2010 General Election","77030","1993","Con Gain","49814"
"http://data.parliament.uk/resources/382985","Havant","2010 General Election","69662","12160","Con Hold","43903"
"http://data.parliament.uk/resources/382987","Hayes and Harlington","2010 General Election","70231","10824","Lab Hold","42637"
"http://data.parliament.uk/resources/382989","Hazel Grove","2010 General Election","62300","6371","LD Hold","41981"
"http://data.parliament.uk/resources/382991","Hemel Hempstead","2010 General Election","72752","13406","Con Hold","49471"
"http://data.parliament.uk/resources/382993","Hemsworth","2010 General Election","75542","9844","Lab Hold","43840"
"http://data.parliament.uk/resources/382995","Hendon","2010 General Election","72943","106","Con Gain","46374"
"http://data.parliament.uk/resources/382997","Henley","2010 General Election","73123","16588","Con Hold","53520"
"http://data.parliament.uk/resources/382999","Hereford and South Herefordshire","2010 General Election","72021","2481","Con Gain","48381"
"http://data.parliament.uk/resources/383001","Hertford and Stortford","2010 General Election","78459","15437","Con Hold","55377"
"http://data.parliament.uk/resources/383003","Hertsmere","2010 General Election","73057","17605","Con Hold","47270"
"http://data.parliament.uk/resources/383005","Hexham","2010 General Election","60360","5788","Con Hold","43483"
"http://data.parliament.uk/resources/383007","Heywood and Middleton","2010 General Election","80171","5971","Lab Hold","46125"
"http://data.parliament.uk/resources/383010","High Peak","2010 General Election","71458","4677","Con Gain","50337"
"http://data.parliament.uk/resources/383012","Hitchin and Harpenden","2010 General Election","73851","15271","Con Hold","54707"
"http://data.parliament.uk/resources/383014","Holborn and St Pancras","2010 General Election","86563","9942","Lab Hold","54649"
"http://data.parliament.uk/resources/383016","Hornchurch and Upminster","2010 General Election","78547","16371","Con Hold","53390"
"http://data.parliament.uk/resources/383018","Hornsey and Wood Green","2010 General Election","78748","6875","LD Hold","55042"
"http://data.parliament.uk/resources/383020","Horsham","2010 General Election","77564","11460","Con Hold","55841"
"http://data.parliament.uk/resources/383022","Houghton and Sunderland South","2010 General Election","68729","10990","Lab Hold","38021"
"http://data.parliament.uk/resources/383024","Hove","2010 General Election","71720","1868","Con Gain","49819"
"http://data.parliament.uk/resources/383026","Huddersfield","2010 General Election","66318","4472","Lab Hold","40524"
"http://data.parliament.uk/resources/383028","Huntingdon","2010 General Election","83557","10819","Con Hold","54266"
"http://data.parliament.uk/resources/383030","Hyndburn","2010 General Election","67221","3090","Lab Hold","42672"
"http://data.parliament.uk/resources/383032","Ilford North","2010 General Election","72372","5404","Con Hold","47018"
"http://data.parliament.uk/resources/383034","Ilford South","2010 General Election","86220","11287","Lab Hold","51191"
"http://data.parliament.uk/resources/383036","Ipswich","2010 General Election","75770","2079","Con Gain","46941"
"http://data.parliament.uk/resources/383038","Isle of Wight","2010 General Election","109922","10527","Con Hold","70264"
"http://data.parliament.uk/resources/383040","Islington North","2010 General Election","68119","12401","Lab Hold","44554"
"http://data.parliament.uk/resources/383042","Islington South and Finsbury","2010 General Election","67650","3569","Lab Hold","43555"
"http://data.parliament.uk/resources/383044","Islwyn","2010 General Election","54866","12215","Lab Hold","34684"
"http://data.parliament.uk/resources/383046","Jarrow","2010 General Election","64350","12908","Lab Hold","38784"
"http://data.parliament.uk/resources/383048","Keighley","2010 General Election","65893","2940","Con Gain","47692"
"http://data.parliament.uk/resources/383050","Kenilworth and Southam","2010 General Election","64362","12552","Con Hold","48431"
"http://data.parliament.uk/resources/383052","Kensington","2010 General Election","65975","8616","Con Hold","35150"
"http://data.parliament.uk/resources/383054","Kettering","2010 General Election","68824","9094","Con Hold","47328"
"http://data.parliament.uk/resources/383056","Kingston and Surbiton","2010 General Election","81115","7560","LD Hold","57111"
"http://data.parliament.uk/resources/383058","Kingston upon Hull East","2010 General Election","67530","8597","Lab Hold","34184"
"http://data.parliament.uk/resources/383060","Kingston upon Hull North","2010 General Election","64082","641","Lab Hold","33291"
"http://data.parliament.uk/resources/383062","Kingston upon Hull West and Hessle","2010 General Election","57264","5742","Lab Hold","31505"
"http://data.parliament.uk/resources/383064","Kingswood","2010 General Election","66361","2445","Con Gain","47906"
"http://data.parliament.uk/resources/383066","Knowsley","2010 General Election","79564","25686","Lab Hold","44658"
"http://data.parliament.uk/resources/383068","Lagan Valley","2010 General Election","65257","10486","DUP Hold","36540"
"http://data.parliament.uk/resources/383070","Lancaster and Fleetwood","2010 General Election","67379","333","Con Gain","42701"
"http://data.parliament.uk/resources/383072","Leeds Central","2010 General Election","81266","10645","Lab Hold","37394"
"http://data.parliament.uk/resources/383074","Leeds East","2010 General Election","64698","10293","Lab Hold","37813"
"http://data.parliament.uk/resources/383076","Leeds North East","2010 General Election","67899","4545","Lab Hold","47535"
"http://data.parliament.uk/resources/383078","Leeds North West","2010 General Election","65399","9103","LD Hold","43483"
"http://data.parliament.uk/resources/383080","Leeds West","2010 General Election","67453","7016","Lab Hold","38752"
"http://data.parliament.uk/resources/383082","Leicester East","2010 General Election","72986","14082","Lab Hold","47995"
"http://data.parliament.uk/resources/383084","Leicester South","2010 General Election","77175","8808","Lab Hold","47124"
"http://data.parliament.uk/resources/383087","Leicester West","2010 General Election","64900","4017","Lab Hold","35819"
"http://data.parliament.uk/resources/383089","Leigh","2010 General Election","75903","12011","Lab Hold","44332"
"http://data.parliament.uk/resources/383091","Lewes","2010 General Election","68708","7647","LD Hold","50088"
"http://data.parliament.uk/resources/383093","Lewisham East","2010 General Election","65926","6216","Lab Hold","41719"
"http://data.parliament.uk/resources/383095","Lewisham West and Penge","2010 General Election","69022","5828","Lab Hold","45028"
"http://data.parliament.uk/resources/383097","Lewisham, Deptford","2010 General Election","67058","12499","Lab Hold","41220"
"http://data.parliament.uk/resources/383099","Leyton and Wanstead","2010 General Election","63541","6416","Lab Hold","40159"
"http://data.parliament.uk/resources/383101","Lichfield","2010 General Election","72586","17683","Con Hold","51563"
"http://data.parliament.uk/resources/383103","Lincoln","2010 General Election","73540","1058","Con Gain","45721"
"http://data.parliament.uk/resources/383105","Liverpool, Riverside","2010 General Election","74539","14173","Lab Hold","38801"
"http://data.parliament.uk/resources/383107","Liverpool, Walton","2010 General Election","62612","19818","Lab Hold","34335"
"http://data.parliament.uk/resources/383109","Liverpool, Wavertree","2010 General Election","62518","7167","Lab Hold","37914"
"http://data.parliament.uk/resources/383111","Liverpool, West Derby","2010 General Election","63082","18467","Lab Hold","35784"
"http://data.parliament.uk/resources/383113","Llanelli","2010 General Election","55637","4701","Lab Hold","37461"
"http://data.parliament.uk/resources/383115","Loughborough","2010 General Election","77505","3744","Con Gain","52838"
"http://data.parliament.uk/resources/383117","Louth and Horncastle","2010 General Election","77650","13871","Con Hold","50494"
"http://data.parliament.uk/resources/383119","Ludlow","2010 General Election","66632","9749","Con Hold","48732"
"http://data.parliament.uk/resources/383121","Luton North","2010 General Election","65645","7520","Lab Hold","43018"
"http://data.parliament.uk/resources/383123","Luton South","2010 General Election","65219","2329","Lab Hold","42216"
"http://data.parliament.uk/resources/383125","Macclesfield","2010 General Election","75370","11959","Con Hold","50059"
"http://data.parliament.uk/resources/383127","Maidenhead","2010 General Election","72844","16769","Con Hold","53720"
"http://data.parliament.uk/resources/383129","Maidstone and The Weald","2010 General Election","71041","5889","Con Hold","48928"
"http://data.parliament.uk/resources/383131","Makerfield","2010 General Election","73813","12490","Lab Hold","43771"
"http://data.parliament.uk/resources/383133","Maldon","2010 General Election","68777","19407","Con Hold","47895"
"http://data.parliament.uk/resources/383135","Manchester Central","2010 General Election","90110","10439","Lab Hold","39927"
"http://data.parliament.uk/resources/383138","Manchester, Gorton","2010 General Election","75933","6703","Lab Hold","38325"
"http://data.parliament.uk/resources/383140","Manchester, Withington","2010 General Election","74371","1894","LD Hold","45031"
"http://data.parliament.uk/resources/383142","Mansfield","2010 General Election","80069","6012","Lab Hold","48395"
"http://data.parliament.uk/resources/383144","Meon Valley","2010 General Election","70488","12125","Con Hold","51238"
"http://data.parliament.uk/resources/383146","Meriden","2010 General Election","82228","16253","Con Hold","52162"
"http://data.parliament.uk/resources/383148","Merthyr Tydfil and Rhymney","2010 General Election","54715","4056","Lab Hold","32076"
"http://data.parliament.uk/resources/383150","Mid Bedfordshire","2010 General Election","76310","15152","Con Hold","54897"
"http://data.parliament.uk/resources/383152","Mid Derbyshire","2010 General Election","66074","11292","Con Hold","47342"
"http://data.parliament.uk/resources/383154","Mid Dorset and North Poole","2010 General Election","64660","269","LD Hold","46788"
"http://data.parliament.uk/resources/383156","Mid Norfolk","2010 General Election","74260","13856","Con Hold","50765"
"http://data.parliament.uk/resources/383158","Mid Sussex","2010 General Election","77199","7402","Con Hold","55855"
"http://data.parliament.uk/resources/383160","Mid Ulster","2010 General Election","64594","15363","SF Hold","40842"
"http://data.parliament.uk/resources/383163","Mid Worcestershire","2010 General Election","72145","15864","Con Hold","50931"
"http://data.parliament.uk/resources/383165","Middlesbrough","2010 General Election","65148","8689","Lab Hold","33455"
"http://data.parliament.uk/resources/383168","Middlesbrough South and East Cleveland","2010 General Election","72666","1677","Lab Hold","46214"
"http://data.parliament.uk/resources/383170","Milton Keynes North","2010 General Election","82432","8961","Con Gain","53888"
"http://data.parliament.uk/resources/383172","Milton Keynes South","2010 General Election","86559","5201","Con Gain","55333"
"http://data.parliament.uk/resources/383174","Mitcham and Morden","2010 General Election","65939","13666","Lab Hold","43797"
"http://data.parliament.uk/resources/383176","Mole Valley","2010 General Election","72297","15653","Con Hold","54324"
"http://data.parliament.uk/resources/383178","Monmouth","2010 General Election","64538","10425","Con Hold","46519"
"http://data.parliament.uk/resources/383180","Montgomeryshire","2010 General Election","48730","1184","Con Gain","33813"
"http://data.parliament.uk/resources/383182","Morecambe and Lunesdale","2010 General Election","69576","866","Con Gain","43436"
"http://data.parliament.uk/resources/383184","Morley and Outwood","2010 General Election","74891","1101","Lab Hold","48856"
"http://data.parliament.uk/resources/383186","Neath","2010 General Election","57295","9775","Lab Hold","37122"
"http://data.parliament.uk/resources/383188","New Forest East","2010 General Election","72858","11307","Con Hold","50036"
"http://data.parliament.uk/resources/383190","New Forest West","2010 General Election","68332","16896","Con Hold","47572"
"http://data.parliament.uk/resources/383192","Newark","2010 General Election","71755","16152","Con Hold","51228"
"http://data.parliament.uk/resources/383195","Newbury","2010 General Election","79144","12248","Con Hold","58589"
"http://data.parliament.uk/resources/383197","Newcastle upon Tyne Central","2010 General Election","60507","7466","Lab Hold","34157"
"http://data.parliament.uk/resources/383199","Newcastle upon Tyne East","2010 General Election","64487","4453","Lab Hold","37840"
"http://data.parliament.uk/resources/383201","Newcastle upon Tyne North","2010 General Election","67110","3414","Lab Hold","43946"
"http://data.parliament.uk/resources/383203","Newcastle-under-Lyme","2010 General Election","69433","1552","Lab Hold","43191"
"http://data.parliament.uk/resources/383205","Newport East","2010 General Election","54437","1650","Lab Hold","34448"
"http://data.parliament.uk/resources/383207","Newport West","2010 General Election","62111","3544","Lab Hold","39720"
"http://data.parliament.uk/resources/383209","Newry and Armagh","2010 General Election","74308","8331","SF Hold","44906"
"http://data.parliament.uk/resources/383211","Newton Abbot","2010 General Election","69319","523","Con Gain","48283"
"http://data.parliament.uk/resources/383213","Normanton, Pontefract and Castleford","2010 General Election","82336","10979","Lab Hold","46239"
"http://data.parliament.uk/resources/383215","North Antrim","2010 General Election","73338","12558","DUP Hold","42397"
"http://data.parliament.uk/resources/383217","North Cornwall","2010 General Election","67940","2981","LD Hold","46844"
"http://data.parliament.uk/resources/383219","North Devon","2010 General Election","74508","5821","LD Hold","51321"
"http://data.parliament.uk/resources/383221","North Dorset","2010 General Election","73741","7625","Con Hold","54141"
"http://data.parliament.uk/resources/383223","North Down","2010 General Election","60698","14364","Ind Gain","33481"
"http://data.parliament.uk/resources/383225","North Durham","2010 General Election","67544","12076","Lab Hold","40967"
"http://data.parliament.uk/resources/383227","North East Bedfordshire","2010 General Election","78060","18942","Con Hold","55552"
"http://data.parliament.uk/resources/383229","North East Cambridgeshire","2010 General Election","73224","16425","Con Hold","52064"
"http://data.parliament.uk/resources/383231","North East Derbyshire","2010 General Election","71398","2445","Lab Hold","47034"
"http://data.parliament.uk/resources/383233","North East Hampshire","2010 General Election","72196","18597","Con Hold","52939"
"http://data.parliament.uk/resources/383235","North East Hertfordshire","2010 General Election","72200","15194","Con Hold","50425"
"http://data.parliament.uk/resources/383237","North East Somerset","2010 General Election","67881","4914","Con Hold","51203"
"http://data.parliament.uk/resources/383239","North Herefordshire","2010 General Election","66946","9887","Con Hold","47568"
"http://data.parliament.uk/resources/383241","North Norfolk","2010 General Election","67851","11626","LD Hold","49661"
"http://data.parliament.uk/resources/383243","North Shropshire","2010 General Election","78930","15828","Con Hold","51869"
"http://data.parliament.uk/resources/383245","North Somerset","2010 General Election","77306","7862","Con Hold","57941"
"http://data.parliament.uk/resources/383247","North Swindon","2010 General Election","78384","7060","Con Gain","50295"
"http://data.parliament.uk/resources/383249","North Thanet","2010 General Election","68602","13528","Con Hold","43343"
"http://data.parliament.uk/resources/383251","North Tyneside","2010 General Election","77690","12884","Lab Hold","46405"
"http://data.parliament.uk/resources/383253","North Warwickshire","2010 General Election","70138","54","Con Gain","47265"
"http://data.parliament.uk/resources/383255","North West Cambridgeshire","2010 General Election","88851","16677","Con Hold","58283"
"http://data.parliament.uk/resources/383257","North West Durham","2010 General Election","70350","7612","Lab Hold","43815"
"http://data.parliament.uk/resources/383259","North West Hampshire","2010 General Election","76695","18583","Con Hold","53292"
"http://data.parliament.uk/resources/383261","North West Leicestershire","2010 General Election","71217","7511","Con Gain","51952"
"http://data.parliament.uk/resources/383263","North West Norfolk","2010 General Election","73105","14810","Con Hold","47800"
"http://data.parliament.uk/resources/383265","North Wiltshire","2010 General Election","66315","7483","Con Hold","48699"
"http://data.parliament.uk/resources/383267","Northampton North","2010 General Election","61850","1936","Con Gain","40271"
"http://data.parliament.uk/resources/383269","Northampton South","2010 General Election","63105","6004","Con Gain","38978"
"http://data.parliament.uk/resources/383271","Norwich North","2010 General Election","64814","3901","Con Gain","42573"
"http://data.parliament.uk/resources/383273","Norwich South","2010 General Election","73649","310","LD Gain","47551"
"http://data.parliament.uk/resources/383275","Nottingham East","2010 General Election","58705","6969","Lab Hold","33112"
"http://data.parliament.uk/resources/383277","Nottingham North","2010 General Election","63240","8138","Lab Hold","34285"
"http://data.parliament.uk/resources/383279","Nottingham South","2010 General Election","67441","1772","Lab Hold","40789"
"http://data.parliament.uk/resources/383281","Nuneaton","2010 General Election","67837","2069","Con Gain","44646"
"http://data.parliament.uk/resources/383283","Ogmore","2010 General Election","55527","13246","Lab Hold","34650"
"http://data.parliament.uk/resources/383285","Old Bexley and Sidcup","2010 General Election","65699","15857","Con Hold","45492"
"http://data.parliament.uk/resources/383287","Oldham East and Saddleworth","2010 General Election","72557","103","Lab Hold","44520"
"http://data.parliament.uk/resources/383290","Oldham West and Royton","2010 General Election","72359","9352","Lab Hold","42910"
"http://data.parliament.uk/resources/383292","Orpington","2010 General Election","67732","17200","Con Hold","48911"
"http://data.parliament.uk/resources/383294","Oxford East","2010 General Election","81903","4581","Lab Hold","51651"
"http://data.parliament.uk/resources/383296","Oxford West and Abingdon","2010 General Election","86458","176","Con Gain","56480"
"http://data.parliament.uk/resources/383298","Pendle","2010 General Election","66422","3585","Con Gain","45045"
"http://data.parliament.uk/resources/383300","Penistone and Stocksbridge","2010 General Election","68480","3049","Lab Hold","46516"
"http://data.parliament.uk/resources/383302","Penrith and The Border","2010 General Election","64484","11241","Con Hold","45087"
"http://data.parliament.uk/resources/383304","Peterborough","2010 General Election","70278","4861","Con Hold","44927"
"http://data.parliament.uk/resources/383306","Plymouth, Moor View","2010 General Election","68062","1588","Lab Hold","41526"
"http://data.parliament.uk/resources/383308","Plymouth, Sutton and Devonport","2010 General Election","72938","1149","Con Gain","43894"
"http://data.parliament.uk/resources/383310","Pontypridd","2010 General Election","58205","2785","Lab Hold","36671"
"http://data.parliament.uk/resources/383312","Poole","2010 General Election","72641","7541","Con Hold","47436"
"http://data.parliament.uk/resources/383314","Poplar and Limehouse","2010 General Election","74955","6030","Lab Hold","46700"
"http://data.parliament.uk/resources/383316","Portsmouth North","2010 General Election","70329","7289","Con Gain","44118"
"http://data.parliament.uk/resources/383318","Portsmouth South","2010 General Election","70242","5200","LD Hold","41264"
"http://data.parliament.uk/resources/383320","Preseli Pembrokeshire","2010 General Election","57400","4605","Con Hold","39602"
"http://data.parliament.uk/resources/383322","Preston","2010 General Election","61187","7733","Lab Hold","32505"
"http://data.parliament.uk/resources/383324","Pudsey","2010 General Election","69257","1659","Con Gain","49083"
"http://data.parliament.uk/resources/383326","Putney","2010 General Election","63371","10053","Con Hold","40785"
"http://data.parliament.uk/resources/383328","Rayleigh and Wickford","2010 General Election","75661","22338","Con Hold","52343"
"http://data.parliament.uk/resources/383330","Reading East","2010 General Election","74929","7605","Con Hold","49985"
"http://data.parliament.uk/resources/383332","Reading West","2010 General Election","72120","6004","Con Gain","47530"
"http://data.parliament.uk/resources/383334","Redcar","2010 General Election","67127","5214","LD Gain","41963"
"http://data.parliament.uk/resources/383336","Redditch","2010 General Election","66573","5821","Con Gain","44018"
"http://data.parliament.uk/resources/383338","Reigate","2010 General Election","71604","13591","Con Hold","49978"
"http://data.parliament.uk/resources/383340","Rhondda","2010 General Election","51554","11553","Lab Hold","31072"
"http://data.parliament.uk/resources/383342","Ribble Valley","2010 General Election","77789","14769","Con Hold","52287"
"http://data.parliament.uk/resources/383344","Richmond (Yorks)","2010 General Election","80563","23336","Con Hold","53412"
"http://data.parliament.uk/resources/383346","Richmond Park","2010 General Election","77751","4091","Con Gain","59268"
"http://data.parliament.uk/resources/383348","Rochdale","2010 General Election","78952","889","Lab Hold","45907"
"http://data.parliament.uk/resources/383350","Rochester and Strood","2010 General Election","73758","9953","Con Hold","47971"
"http://data.parliament.uk/resources/383353","Rochford and Southend East","2010 General Election","71467","11050","Con Hold","41631"
"http://data.parliament.uk/resources/383355","Romford","2010 General Election","71306","16954","Con Hold","46481"
"http://data.parliament.uk/resources/383357","Romsey and Southampton North","2010 General Election","68157","4156","Con Gain","48939"
"http://data.parliament.uk/resources/383359","Rossendale and Darwen","2010 General Election","73229","4493","Con Gain","47128"
"http://data.parliament.uk/resources/383361","Rother Valley","2010 General Election","72847","5866","Lab Hold","46758"
"http://data.parliament.uk/resources/383363","Rotherham","2010 General Election","63563","10462","Lab Hold","37506"
"http://data.parliament.uk/resources/383366","Rugby","2010 General Election","68914","6000","Con Gain","47468"
"http://data.parliament.uk/resources/383368","Ruislip, Northwood and Pinner","2010 General Election","70873","19060","Con Hold","50205"
"http://data.parliament.uk/resources/383370","Runnymede and Weybridge","2010 General Election","72566","16509","Con Hold","48150"
"http://data.parliament.uk/resources/383372","Rushcliffe","2010 General Election","72955","15811","Con Hold","53687"
"http://data.parliament.uk/resources/383374","Rutland and Melton","2010 General Election","77185","14000","Con Hold","55220"
"http://data.parliament.uk/resources/383376","Saffron Walden","2010 General Election","76035","15242","Con Hold","54369"
"http://data.parliament.uk/resources/383378","Salford and Eccles","2010 General Election","75483","5725","Lab Hold","41533"
"http://data.parliament.uk/resources/383380","Salisbury","2010 General Election","67430","5966","Con Hold","48481"
"http://data.parliament.uk/resources/383382","Scarborough and Whitby","2010 General Election","75470","8130","Con Hold","49282"
"http://data.parliament.uk/resources/383384","Scunthorpe","2010 General Election","63089","2549","Lab Hold","37034"
"http://data.parliament.uk/resources/383386","Sedgefield","2010 General Election","64728","8696","Lab Hold","40222"
"http://data.parliament.uk/resources/383388","Sefton Central","2010 General Election","67511","3862","Lab Hold","48463"
"http://data.parliament.uk/resources/383390","Selby and Ainsty","2010 General Election","72804","12265","Con Hold","51728"
"http://data.parliament.uk/resources/383392","Sevenoaks","2010 General Election","69591","17515","Con Hold","49408"
"http://data.parliament.uk/resources/383394","Sheffield Central","2010 General Election","67554","165","Lab Hold","41468"
"http://data.parliament.uk/resources/383396","Sheffield South East","2010 General Election","67068","10505","Lab Hold","41408"
"http://data.parliament.uk/resources/383398","Sheffield, Brightside and Hillsborough","2010 General Election","67740","13632","Lab Hold","38914"
"http://data.parliament.uk/resources/383400","Sheffield, Hallam","2010 General Election","68798","15284","LD Hold","51135"
"http://data.parliament.uk/resources/383402","Sheffield, Heeley","2010 General Election","65571","5807","Lab Hold","40871"
"http://data.parliament.uk/resources/383404","Sherwood","2010 General Election","71443","214","Con Gain","48954"
