"uri","date","title","uin"
"http://data.parliament.uk/resources/1658096","2023-09-05","Energy Bill [Lords] Report Stage: New Clause 59","CD:2023-09-05:1626"
"http://data.parliament.uk/resources/1658097","2023-09-05","Energy Bill [Lords] Report Stage: New Clause 61","CD:2023-09-05:1627"
"http://data.parliament.uk/resources/1658099","2023-09-05","Energy Bill [Lords]: Third Reading","CD:2023-09-05:1628"
"http://data.parliament.uk/resources/1657545","2023-09-04","Economic Crime and Corporate Transparency Bill: Amendment (a) to Lords Amendment 23","CD:2023-09-04:1618"
"http://data.parliament.uk/resources/1657546","2023-09-04","Economic Crime and Corporate Transparency Bill: Amendment (a) to Lords Amendment 151","CD:2023-09-04:1619"
"http://data.parliament.uk/resources/1657547","2023-09-04","Economic Crime and Corporate Transparency Bill: Motion to disagree with Lords Amendment 117","CD:2023-09-04:1620"
"http://data.parliament.uk/resources/1657548","2023-09-04","Economic Crime and Corporate Transparency Bill: Motion to disagree with Lords Amendment 159","CD:2023-09-04:1621"
"http://data.parliament.uk/resources/1657549","2023-09-04","Economic Crime and Corporate Transparency Bill: Motion to disagree with Lords Amendment 161","CD:2023-09-04:1622"
"http://data.parliament.uk/resources/1653778","2023-07-18","Northern Ireland Troubles (Legacy and Reconciliation) Bill: Motion to disagree with Lords Amendment 44 ","CD:2023-07-18:1616"
"http://data.parliament.uk/resources/1654097","2023-07-18","Draft Postal Packets (Miscellaneous Amendments) Order 2023","CD:2023-07-18:1617"
"http://data.parliament.uk/resources/1653326","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendments 1B, 7B and 90B","CD:2023-07-17:1606"
"http://data.parliament.uk/resources/1653333","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendment 9B","CD:2023-07-17:1607"
"http://data.parliament.uk/resources/1653334","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendment 23B","CD:2023-07-17:1608"
"http://data.parliament.uk/resources/1653335","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendments 36C and 36D","CD:2023-07-17:1609"
"http://data.parliament.uk/resources/1653336","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendment 33B","CD:2023-07-17:1610"
"http://data.parliament.uk/resources/1653337","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendment 56B","CD:2023-07-17:1611"
"http://data.parliament.uk/resources/1653339","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendment 103B","CD:2023-07-17:1613"
"http://data.parliament.uk/resources/1653340","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendment 102B","CD:2023-07-17:1612"
"http://data.parliament.uk/resources/1653341","2023-07-17","Illegal Migration Bill: motion to disagree with Lords Amendments 107B and 107C","CD:2023-07-17:1614"
"http://data.parliament.uk/resources/1653344","2023-07-17","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 2D","CD:2023-07-17:1615"
"http://data.parliament.uk/resources/1652245","2023-07-12","Adjournment (Summer, Conference and Christmas Recess)","CD:2023-07-12:1605"
"http://data.parliament.uk/resources/1651836","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 1","CD:2023-07-11:1587"
"http://data.parliament.uk/resources/1651837","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 6","CD:2023-07-11:1588"
"http://data.parliament.uk/resources/1651844","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 8","CD:2023-07-11:1589"
"http://data.parliament.uk/resources/1651845","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 9","CD:2023-07-11:1590"
"http://data.parliament.uk/resources/1651846","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 23","CD:2023-07-11:1591"
"http://data.parliament.uk/resources/1651847","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 31","CD:2023-07-11:1592"
"http://data.parliament.uk/resources/1651848","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 33","CD:2023-07-11:1593"
"http://data.parliament.uk/resources/1651849","2023-07-11","Illegal Migration Bill: Government Amendments (a) and (b) in lieu of Lords Amendments 31, 35 & 36","CD:2023-07-11:1594"
"http://data.parliament.uk/resources/1651850","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 39","CD:2023-07-11:1595"
"http://data.parliament.uk/resources/1651851","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 50","CD:2023-07-11:1596"
"http://data.parliament.uk/resources/1651909","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 56","CD:2023-07-11:1597"
"http://data.parliament.uk/resources/1651910","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 73","CD:2023-07-11:1598"
"http://data.parliament.uk/resources/1651911","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 90","CD:2023-07-11:1599"
"http://data.parliament.uk/resources/1651913","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 93","CD:2023-07-11:1600"
"http://data.parliament.uk/resources/1651914","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 95","CD:2023-07-11:1601"
"http://data.parliament.uk/resources/1651916","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 102","CD:2023-07-11:1602"
"http://data.parliament.uk/resources/1651917","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 103","CD:2023-07-11:1603"
"http://data.parliament.uk/resources/1651919","2023-07-11","Illegal Migration Bill: motion to disagree with Lords Amendment 104","CD:2023-07-11:1604"
"http://data.parliament.uk/resources/1649487","2023-07-03","Economic Activity of Public Bodies (Overseas Matters) Bill: Reasoned Amendment on Second Reading","CD:2023-07-03:1585"
"http://data.parliament.uk/resources/1649541","2023-07-03","Economic Activity of Public Bodies (Overseas Matters): Second Reading","CD:2023-07-03:1586"
"http://data.parliament.uk/resources/1648435","2023-06-28","Relationships and Sexuality Education (Northern Ireland) (Amendment) Regulations 2023","CD:2023-06-28:1583"
"http://data.parliament.uk/resources/1648454","2023-06-28","Holocaust Memorial Bill: Instruction (Amendment a)","CD:2023-06-28:1584"
"http://data.parliament.uk/resources/1647995","2023-06-27","Schools (Gender and Parental Rights): Ten-Minute Rule Bill","CD:2023-06-27:1580"
"http://data.parliament.uk/resources/1648052","2023-06-27","Opposition day: Mortgage and rental costs","CD:2023-06-27:1581"
"http://data.parliament.uk/resources/1648055","2023-06-27","Government Amendment to Opposition day debate on Mortgage and rental costs","CD:2023-06-27:1582"
"http://data.parliament.uk/resources/1647632","2023-06-26","Financial Services and Markets Bill: motion to disagree with Lords Amendment 7","CD:2023-06-26:1576"
"http://data.parliament.uk/resources/1647634","2023-06-26","Financial Services and Markets Bill: motion to disagree with Lords Amendment 10","CD:2023-06-26:1577"
"http://data.parliament.uk/resources/1647635","2023-06-26","Financial Services and Markets Bill: motion to agree with Lords Amendment 38","CD:2023-06-26:1578"
"http://data.parliament.uk/resources/1647693","2023-06-26","National Security Bill: motion to disagree with Lords Amendment 22B","CD:2023-06-26:1579"
"http://data.parliament.uk/resources/1646218","2023-06-21","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 2B","CD:2023-06-21:1569"
"http://data.parliament.uk/resources/1646219","2023-06-21","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 4B","CD:2023-06-21:1570"
"http://data.parliament.uk/resources/1646220","2023-06-21","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendments 5B, 5C and 5D","CD:2023-06-21:1571"
"http://data.parliament.uk/resources/1646259","2023-06-21","Retained EU Law (Revocation and Reform) Bill Lords Message: motion to disagree with Lords Amendment 15D ","CD:2023-06-21:1572"
"http://data.parliament.uk/resources/1646260","2023-06-21","Retained EU Law (Revocation and Reform) Bill Lords Message: motion to disagree with Lords Amendment 42D","CD:2023-06-21:1573"
"http://data.parliament.uk/resources/1646266","2023-06-21","Opposition Day: Animal Welfare (Kept Animals)","CD:2023-06-21:1574"
"http://data.parliament.uk/resources/1646267","2023-06-21","Government Amendment to Opposition day debate on Animal Welfare (Kept Animals)","CD:2023-06-21:1575"
"http://data.parliament.uk/resources/1645861","2023-06-20","Finance (No. 2) Bill Report Stage: New Clause 7","CD:2023-06-20:1567"
"http://data.parliament.uk/resources/1645863","2023-06-20","Finance (No. 2) Bill Report Stage: Amendment 1","CD:2023-06-20:1568"
"http://data.parliament.uk/resources/1645545","2023-06-19","Privilege Motion","CD:2023-06-19:1566"
"http://data.parliament.uk/resources/1644573","2023-06-14","Draft Animal By-Products, Pet Passport and Animal Health (Fees) (England) (Amendment) Regulations 2023","CD:2023-06-14:1564"
"http://data.parliament.uk/resources/1644574","2023-06-14","Opposition Day: Cost of living and Brexit","CD:2023-06-14:1565"
"http://data.parliament.uk/resources/1644021","2023-06-13","Procurement Bill [Lords] Report Stage: New Clause 10 ","CD:2023-06-13:1560"
"http://data.parliament.uk/resources/1644022","2023-06-13","Procurement Bill [Lords] Report Stage: Amendment 2","CD:2023-06-13:1561"
"http://data.parliament.uk/resources/1644023","2023-06-13","Procurement Bill [Lords] Report Stage: Amendment 18 ","CD:2023-06-13:1562"
"http://data.parliament.uk/resources/1644024","2023-06-13","Procurement Bill [Lords] Report Stage: Amendment 3","CD:2023-06-13:1563"
"http://data.parliament.uk/resources/1643554","2023-06-12","Motion to disagree with Lords Amendment 15B","CD:2023-06-12:1557"
"http://data.parliament.uk/resources/1643559","2023-06-12","Motion to disagree with Lords Amendment 42B","CD:2023-06-12:1558"
"http://data.parliament.uk/resources/1643561","2023-06-12","That the draft Public Order Act 1986 (Serious Disruption to the Life of the Community) Regulations 2023 be approved","CD:2023-06-12:1559"
"http://data.parliament.uk/resources/1642491","2023-06-07","Opposition Day: Mental health treatment and support","CD:2023-06-07:1554"
"http://data.parliament.uk/resources/1642492","2023-06-07","Opposition Day: Mental health treatment and support: Government amendment","CD:2023-06-07:1555"
"http://data.parliament.uk/resources/1642505","2023-06-07","Opposition day: Accountability and scrutiny of Teesworks","CD:2023-06-07:1556"
"http://data.parliament.uk/resources/1642042","2023-06-06","Committee on Standards Motion","CD:2023-06-06:1553"
"http://data.parliament.uk/resources/1639952","2023-05-24","Retained EU Law (Revocation and Reform) Bill: motion to disagree with Lords Amendment  Lords Amendment 6","CD:2023-05-24:1549"
"http://data.parliament.uk/resources/1639953","2023-05-24","Retained EU Law (Revocation and Reform) Bill: Amendment (a) to Lords Amendment 1","CD:2023-05-24:1550"
"http://data.parliament.uk/resources/1639957","2023-05-24","Retained EU Law (Revocation and Reform) Bill: motion to disagree with Lords Amendment 42","CD:2023-05-24:1552"
"http://data.parliament.uk/resources/1640181","2023-05-24","Retained EU Law (Revocation and Reform) Bill: motion to disagree with Lords Amendment 15","CD:2023-05-24:1551"
"http://data.parliament.uk/resources/1639556","2023-05-23","Opposition Day - Leasehold","CD:2023-05-23:1547"
"http://data.parliament.uk/resources/1639569","2023-05-23","Opposition Day: Safety of School Buildings","CD:2023-05-23:1548"
"http://data.parliament.uk/resources/1639171","2023-05-22","Non-Domestic Rating Bill Committee: Amendment 20","CD:2023-05-22:1542"
"http://data.parliament.uk/resources/1639178","2023-05-22","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 1","CD:2023-05-22:1543"
"http://data.parliament.uk/resources/1639181","2023-05-22","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 2","CD:2023-05-22:1544"
"http://data.parliament.uk/resources/1639183","2023-05-22","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 4","CD:2023-05-22:1545"
"http://data.parliament.uk/resources/1639186","2023-05-22","Strikes (Minimum Service Levels) Bill: motion to disagree with Lords Amendment 5","CD:2023-05-22:1546"
"http://data.parliament.uk/resources/1627999","2023-05-16","Opposition Day: Cost of living","CD:2023-05-16:1539"
"http://data.parliament.uk/resources/1628002","2023-05-16","Opposition Day: Cost of living: Government Amendment","CD:2023-05-16:1540"
"http://data.parliament.uk/resources/1628010","2023-05-16","Opposition Day: Repeal of the Public Order Act 2023","CD:2023-05-16:1541"
"http://data.parliament.uk/resources/1625576","2023-05-03","National Security Bill: Amendment (c) to Lords Amendment 26","CD:2023-05-03:1535"
"http://data.parliament.uk/resources/1625578","2023-05-03","National Security Bill: motion to disagree with Lords Amendment 22","CD:2023-05-03:1536"
"http://data.parliament.uk/resources/1625579","2023-05-03","National Security Bill: motion to disagree with Lords Amendment 122","CD:2023-05-03:1537"
"http://data.parliament.uk/resources/1625585","2023-05-03","Lifelong Learning (Higher Education Fee Limits) Bill Report Stage: New Clause 1","CD:2023-05-03:1538"
"http://data.parliament.uk/resources/1623950","2023-04-26","Illegal Migration Bill Report Stage: New Clause 9","CD:2023-04-26:1529"
"http://data.parliament.uk/resources/1623952","2023-04-26","Illegal Migration Bill Report Stage: New Clause 10","CD:2023-04-26:1530"
"http://data.parliament.uk/resources/1623953","2023-04-26","Illegal Migration Bill Report Stage: New Clause 15","CD:2023-04-26:1531"
"http://data.parliament.uk/resources/1623954","2023-04-26","Illegal Migration Bill Report Stage: Amendment 45","CD:2023-04-26:1532"
"http://data.parliament.uk/resources/1623955","2023-04-26","Illegal Migration Bill Report Stage: Amendment 2","CD:2023-04-26:1533"
"http://data.parliament.uk/resources/1623958","2023-04-26","Illegal Migration Bill - Third Reading","CD:2023-04-26:1534"
"http://data.parliament.uk/resources/1623592","2023-04-25","Opposition Day: Water quality (sewage discharge): Prime Minister's amendment","CD:2023-04-25:1525"
"http://data.parliament.uk/resources/1623594","2023-04-25","Opposition Day: Water quality (sewage discharge): motion as amended","CD:2023-04-25:1526"
"http://data.parliament.uk/resources/1623604","2023-04-25","Opposition Day: Cost of living increases","CD:2023-04-25:1527"
"http://data.parliament.uk/resources/1623605","2023-04-25","Opposition Day: Cost of living increases: Prime Minister's amendment","CD:2023-04-25:1528"
"http://data.parliament.uk/resources/1623208","2023-04-24","Public Order Bill: motion to disagree with Lords Amendments 6H & 6J","CD:2023-04-24:1524"
"http://data.parliament.uk/resources/1612197","2023-04-19","Finance (No. 2) Bill Committee of the whole House: Amendment 21","CD:2023-04-19:1520"
"http://data.parliament.uk/resources/1612198","2023-04-19","Finance (No. 2) Bill Committee of the whole House: Clause 18 stand part","CD:2023-04-19:1521"
"http://data.parliament.uk/resources/1612199","2023-04-19","Finance (No. 2) Bill Committee of the whole House: New Clause 5","CD:2023-04-19:1522"
"http://data.parliament.uk/resources/1612203","2023-04-19","Finance (No. 2) Bill Committee of the whole House: Amendment 7","CD:2023-04-19:1523"
"http://data.parliament.uk/resources/1611613","2023-04-18","Finance (No. 2) Bill Committee of the whole House: New Clause 1","CD:2023-04-18:1517"
"http://data.parliament.uk/resources/1611617","2023-04-18","Finance (No. 2) Bill Committee of the whole House: New Clause 3","CD:2023-04-18:1518"
"http://data.parliament.uk/resources/1611619","2023-04-18","Finance (No. 2) Bill Committee of the whole House: New Clause 6","CD:2023-04-18:1519"
"http://data.parliament.uk/resources/1608497","2023-03-29","Finance (No. 2) Bill: Reasoned Amendment to Second Reading motion","CD:2023-03-29:1515"
"http://data.parliament.uk/resources/1608099","2023-03-28","Illegal Migration Bill: Committee of the whole House: Amendment 189","CD:2023-03-28:1510"
"http://data.parliament.uk/resources/1608100","2023-03-28","Illegal Migration Bill: Committee of the whole House: Clause 11 stand part","CD:2023-03-28:1511"
"http://data.parliament.uk/resources/1608101","2023-03-28","Illegal Migration Bill: Committee of the whole House: Amendment 288","CD:2023-03-28:1512"
"http://data.parliament.uk/resources/1608102","2023-03-28","Illegal Migration Bill: Committee of the whole House: New Clause 21","CD:2023-03-28:1513"
"http://data.parliament.uk/resources/1608103","2023-03-28","Illegal Migration Bill: Committee of the whole House: New Clause 27","CD:2023-03-28:1514"
"http://data.parliament.uk/resources/1607689","2023-03-27","Illegal Migration Bill: Committee of the whole House: Amendment 76","CD:2023-03-27:1506"
"http://data.parliament.uk/resources/1607690","2023-03-27","Illegal Migration Bill: Committee of the whole House: New Clause 6","CD:2023-03-27:1507"
"http://data.parliament.uk/resources/1607691","2023-03-27","Illegal Migration Bill: Committee of the whole House: New Clause 24","CD:2023-03-27:1508"
"http://data.parliament.uk/resources/1607692","2023-03-27","Illegal Migration Bill: Committee of the whole House: New Clause 25","CD:2023-03-27:1509"
"http://data.parliament.uk/resources/1606225","2023-03-22","Draft Windsor Framework (Democratic Scrutiny) Regulations 2023","CD:2023-03-22:1504"
"http://data.parliament.uk/resources/1606226","2023-03-22","Draft Criminal Justice Act 2003 (Home Detention Curfew) Order 2023","CD:2023-03-22:1503"
"http://data.parliament.uk/resources/1606228","2023-03-22","Public Order Bill: Motion to disagree with the Lords in Amendments 6B to 6F","CD:2023-03-22:1505"
"http://data.parliament.uk/resources/1605837","2023-03-21","Budget Motion no. 18: Pensions (lifetime allowance charge and annual allowance)","CD:2023-03-21:1501"
"http://data.parliament.uk/resources/1605839","2023-03-21","Budget Motion no. 36: Alcohol duty","CD:2023-03-21:1502"
"http://data.parliament.uk/resources/1603406","2023-03-13","Illegal Migration Bill: Reasoned Amendment to Second Reading","CD:2023-03-13:1496"
"http://data.parliament.uk/resources/1603407","2023-03-13","Illegal Migration Bill: Second Reading","CD:2023-03-13:1497"
"http://data.parliament.uk/resources/1603409","2023-03-13","Illegal Migration Bill: Programme motion","CD:2023-03-13:1498"
"http://data.parliament.uk/resources/1603413","2023-03-13","Illegal Migration Bill: Money","CD:2023-03-13:1499"
"http://data.parliament.uk/resources/1601775","2023-03-07","Public Order Bill: Amendment (a) to Lords Amendment 5","CD:2023-03-07:1491"
"http://data.parliament.uk/resources/1601780","2023-03-07","Public Order Bill: Motion to disagree with Lords Amendment 6","CD:2023-03-07:1492"
"http://data.parliament.uk/resources/1601782","2023-03-07","Public Order Bill: Amendment (a) in lieu of Lords Amendment 1","CD:2023-03-07:1494"
"http://data.parliament.uk/resources/1601783","2023-03-07","Public Order Bill: Motion to disagree with Lords Amendment 1","CD:2023-03-07:1493"
"http://data.parliament.uk/resources/1601784","2023-03-07","Public Order Bill: Motion to disagree with Lords Amendment 20","CD:2023-03-07:1495"
"http://data.parliament.uk/resources/1601273","2023-03-06","Social Security (Additional Payments) (No. 2) Bill Committee: Amendment 4","CD:2023-03-06:1489"
"http://data.parliament.uk/resources/1601274","2023-03-06","Social Security (Additional Payments) (No. 2) Bill Committee: Amendment 2","CD:2023-03-06:1490"
"http://data.parliament.uk/resources/1600213","2023-03-01","Social Housing (Regulation) Bill [Lords] Report Stage: New Clause 7","CD:2023-03-01:1486"
"http://data.parliament.uk/resources/1600214","2023-03-01","Social Housing (Regulation) Bill [Lords] Report Stage: Amendment 42","CD:2023-03-01:1487"
"http://data.parliament.uk/resources/1600217","2023-03-01","Social Housing (Regulation) Bill [Lords] Report Stage: Amendment 40","CD:2023-03-01:1488"
"http://data.parliament.uk/resources/1599813","2023-02-28","Opposition Day: Expanding the NHS workforce","CD:2023-02-28:1485"
"http://data.parliament.uk/resources/1587638","2023-02-21","Scottish Affairs Committee Membership","CD:2023-02-21:1484"
"http://data.parliament.uk/resources/1584804","2023-02-07","Seafarers' Wages Bill [Lords] Report Stage: New Clause 2","CD:2023-02-07:1479"
"http://data.parliament.uk/resources/1584805","2023-02-07","Seafarers' Wages Bill [Lords] Report Stage: New Clause 4","CD:2023-02-07:1480"
"http://data.parliament.uk/resources/1584806","2023-02-07","Seafarers' Wages Bill [Lords] Report Stage: Amendment 24","CD:2023-02-07:1481"
"http://data.parliament.uk/resources/1584880","2023-02-07","Nuclear Regulated Asset Base Model (Revenue Collection) Regulations 2023: Motion to approve","CD:2023-02-07:1483"
"http://data.parliament.uk/resources/1584881","2023-02-07","Higher Education (Freedom of Speech) Bill: Motion to disagree with Lords Amendment 10","CD:2023-02-07:1482"
"http://data.parliament.uk/resources/1582698","2023-02-01","UK Infrastructure Bank Bill [Lords] Report Stage: New Clause 2","CD:2023-02-01:1476"
"http://data.parliament.uk/resources/1582699","2023-02-01","UK Infrastructure Bank Bill [Lords] Report Stage: Amendment 5","CD:2023-02-01:1477"
"http://data.parliament.uk/resources/1582700","2023-02-01","UK Infrastructure Bank Bill [Lords] Report Stage: Amendment 2","CD:2023-02-01:1478"
"http://data.parliament.uk/resources/1582170","2023-01-31","Opposition Day: Crime and Neighbourhood Policing","CD:2023-01-31:1473"
"http://data.parliament.uk/resources/1582172","2023-01-31","Opposition Day: Crime and Neighbourhood Policing: Government amendment","CD:2023-01-31:1474"
"http://data.parliament.uk/resources/1582180","2023-01-31","Opposition Day: Non-domicile tax status","CD:2023-01-31:1475"
"http://data.parliament.uk/resources/1581712","2023-01-30","Strikes (Minimum Service Levels) Bill Committee: Amendment 32","CD:2023-01-30:1468"
"http://data.parliament.uk/resources/1581713","2023-01-30","Strikes (Minimum Service Levels) Bill Committee: Amendment 2","CD:2023-01-30:1469"
"http://data.parliament.uk/resources/1581714","2023-01-30","Strikes (Minimum Service Levels) Bill Committee: Amendment 4","CD:2023-01-30:1470"
"http://data.parliament.uk/resources/1581715","2023-01-30","Strikes (Minimum Service Levels) Bill Committee: Amendment 1","CD:2023-01-30:1471"
"http://data.parliament.uk/resources/1581716","2023-01-30","Strikes (Minimum Service Levels) Bill Committee: Third Reading","CD:2023-01-30:1472"
"http://data.parliament.uk/resources/1580554","2023-01-25","Draft Environmental Targets (Residual Waste) (England) Regulations 2022","CD:2023-01-25:1464"
"http://data.parliament.uk/resources/1580555","2023-01-25","Draft Environmental Targets (Biodiversity) (England) Regulations 2022","CD:2023-01-25:1460"
"http://data.parliament.uk/resources/1580556","2023-01-25","Draft Environmental Targets (Woodland and Trees Outside Woodland) (England) Regulations 2022","CD:2023-01-25:1461"
"http://data.parliament.uk/resources/1580557","2023-01-25","Draft Environmental Targets (Water) (England) Regulations 2022","CD:2023-01-25:1462"
"http://data.parliament.uk/resources/1580558","2023-01-25","Draft Environmental Targets (Fine Particulate Matter) (England) Regulations","CD:2023-01-25:1463"
"http://data.parliament.uk/resources/1580563","2023-01-25","Economic Crime and Corporate Transparency Bill Report Stage: New Clause 3","CD:2023-01-25:1465"
"http://data.parliament.uk/resources/1580565","2023-01-25","Economic Crime and Corporate Transparency Bill Report Stage: New Clause 26","CD:2023-01-25:1466"
"http://data.parliament.uk/resources/1580566","2023-01-25","Economic Crime and Corporate Transparency Bill Report Stage: New Clause 27","CD:2023-01-25:1467"
"http://data.parliament.uk/resources/1580050","2023-01-24","Economic Crime and Corporate Transparency Bill Report Stage: New Clause 22","CD:2023-01-24:1457"
"http://data.parliament.uk/resources/1580051","2023-01-24","Economic Crime and Corporate Transparency Bill Report Stage: New Clause 34","CD:2023-01-24:1458"
"http://data.parliament.uk/resources/1580053","2023-01-24","Economic Crime and Corporate Transparency Bill Report Stage: New Clause 36","CD:2023-01-24:1459"
"http://data.parliament.uk/resources/1567930","2023-01-18","Retained EU Law (Revocation and Reform) Bill Report Stage: Amendment 18","CD:2023-01-18:1452"
"http://data.parliament.uk/resources/1567935","2023-01-18","Retained EU Law (Revocation and Reform) Bill Report Stage: Amendment 28","CD:2023-01-18:1453"
"http://data.parliament.uk/resources/1567937","2023-01-18","Retained EU Law (Revocation and Reform) Bill Report Stage: Amendment 19","CD:2023-01-18:1454"
"http://data.parliament.uk/resources/1567938","2023-01-18","Retained EU Law (Revocation and Reform) Bill Report Stage: Amendment 36","CD:2023-01-18:1455"
"http://data.parliament.uk/resources/1567939","2023-01-18","Retained EU Law (Revocation and Reform) Bill: Third Reading","CD:2023-01-18:1456"
"http://data.parliament.uk/resources/1567457","2023-01-17","Standing Order No. 24 debate: section 35 of the Scotland Act","CD:2023-01-17:1449"
"http://data.parliament.uk/resources/1567461","2023-01-17","Online Safety Bill Report Stage: New Clause 4","CD:2023-01-17:1450"
"http://data.parliament.uk/resources/1567462","2023-01-17","Online Safety Bill Report Stage: Amendment 43","CD:2023-01-17:1451"
"http://data.parliament.uk/resources/1567044","2023-01-16","Strikes (Minimum Service Levels) Bill: Second Reading","CD:2023-01-16:1446"
"http://data.parliament.uk/resources/1567045","2023-01-16","Strikes (Minimum Service Levels) Bill: Programme","CD:2023-01-16:1447"
"http://data.parliament.uk/resources/1567046","2023-01-16","Strikes (Minimum Service Levels) Bill: Money","CD:2023-01-16:1448"
"http://data.parliament.uk/resources/1567047","2023-01-16","Motion to sit in private","CD:2023-01-16:1445"
"http://data.parliament.uk/resources/1565804","2023-01-11","Opposition day: Fair Taxation of Schools and Education Standards Committee","CD:2023-01-11:1442"
"http://data.parliament.uk/resources/1566134","2023-01-11","Opposition day: NHS: Long-term strategy: Government amendment","CD:2023-01-11:1444"
"http://data.parliament.uk/resources/1566135","2023-01-11","Opposition day: NHS: Long-term strategy","CD:2023-01-11:1443"
"http://data.parliament.uk/resources/1565360","2023-01-10","Stamp Duty Land Tax (Reduction) Bill Committee: Amendment (a) to Government Amendment 1","CD:2023-01-10:1439"
"http://data.parliament.uk/resources/1565362","2023-01-10","Stamp Duty Land Tax (Reduction) Bill Committee: New Clause 3","CD:2023-01-10:1440"
"http://data.parliament.uk/resources/1565363","2023-01-10","Stamp Duty Land Tax (Temporary Relief) Bill: Third Reading","CD:2023-01-10:1441"
"http://data.parliament.uk/resources/1551479","2022-12-14","Asylum Seekers (Removal to safe countries) - Leave to bring in bill","CD:2022-12-14:1437"
"http://data.parliament.uk/resources/1551482","2022-12-14","draft Architects Act 1997 (Amendment) Regulations 2022","CD:2022-12-14:1436"
"http://data.parliament.uk/resources/1551837","2022-12-14","Opposition day: Scotland's future","CD:2022-12-14:1438"
"http://data.parliament.uk/resources/1550925","2022-12-13","Levelling-up and Regeneration Bill Report Stage: New Clause 98","CD:2022-12-13:1432"
"http://data.parliament.uk/resources/1550926","2022-12-13","Levelling-up and Regeneration Bill: New Clause 120","CD:2022-12-13:1433"
"http://data.parliament.uk/resources/1550927","2022-12-13","Levelling-up and Regeneration Bill Report Stage: Amendment 78","CD:2022-12-13:1434"
"http://data.parliament.uk/resources/1550930","2022-12-13","Levelling-up and Regeneration Bill: Amendment 84","CD:2022-12-13:1435"
"http://data.parliament.uk/resources/1550420","2022-12-12","Trade (Australia and New Zealand) Bill Report Stage: NC2","CD:2022-12-12:1425"
"http://data.parliament.uk/resources/1550422","2022-12-12","Trade (Australia and New Zealand) Bill Report Stage: NC12","CD:2022-12-12:1426"
"http://data.parliament.uk/resources/1550423","2022-12-12","Trade (Australia and New Zealand) Bill Report Stage: Amendment 3","CD:2022-12-12:1427"
"http://data.parliament.uk/resources/1550426","2022-12-12","Trade (Australia and New Zealand) Bill: Third Reading","CD:2022-12-12:1428"
"http://data.parliament.uk/resources/1550431","2022-12-12","Draft Voter Identification Regulations 2022","CD:2022-12-12:1429"
"http://data.parliament.uk/resources/1550465","2022-12-12"," Standards Code of Conduct amendment (a)","CD:2022-12-12:1430"
"http://data.parliament.uk/resources/1550468","2022-12-12","Standards Code of Conduct amendment (b)","CD:2022-12-12:1431"
"http://data.parliament.uk/resources/1549259","2022-12-07","draft Police and Crime Commissioner Elections and Welsh Forms (Amendment) Order 2022","CD:2022-12-07:1421"
"http://data.parliament.uk/resources/1549260","2022-12-07","draft Local Authorities (Mayoral Elections) (England and Wales) (Amendment) Regulations 2022","CD:2022-12-07:1420"
"http://data.parliament.uk/resources/1549261","2022-12-07","draft Combined Authorities (Mayoral Elections) (Amendment) Order 2022","CD:2022-12-07:1419"
"http://data.parliament.uk/resources/1549262","2022-12-07","draft Agricultural Holdings (Fee) Regulations 2022","CD:2022-12-07:1418"
"http://data.parliament.uk/resources/1549268","2022-12-07","Financial Services and Markets Bill Report Stage: New Clause 1","CD:2022-12-07:1422"
"http://data.parliament.uk/resources/1549269","2022-12-07","Financial Markets and Services Bill Report Stage: New Clause 2","CD:2022-12-07:1423"
